" Tony Abbott - Remarks to Shadow Cabinet, Parliament House, Canberra - Liberal Party of Australia Tony Abbott addressed Shadow Cabinet today and noted:\n\n\"While we are preparing to be a competent and trustworthy government, all we are seeing on the other side of the chamber is a government which is focused on survival.\"  http://lbr.al/kghl\n\nClick 'SHARE' if you agree. In the last sitting week before the Budget, the public expect the Government to come up with an economic plan. Plainly, they are going to be disappointed. It is more important than ever that we focus on our Real Solutions plan because the Australian public need hope that things can be better than th... " 	abbott; australia; australian; better; canberra; economic; government; important; liberal; parliament; party; plan; public; real; shadow; solutions; today; tony; week
" Tony Abbott Address to The Sydney Institute, Sydney - Liberal Party of Australia Tony Abbott gave an important speech tonight setting out a new approach to indigenous affairs from a new Coalition government – you can read and watch it here:  http://lbr.al/dbwk\n\nWe encourage you and your friends to click ‘LIKE’ and ‘SHARE’. Indigenous affairs are, quite rightly, a larger part of our nation’s business than ever before. The apology, for instance, was a milestone in our parliamentary history. “Closing the gap” statements may not quite command the attention of a budget but have become an important part of the parliamentary... " 	abbott; address; australia; budget; business; click; coalition; friends; government; important; liberal; party; read; speech; tony; watch
" 6 months to go Today marks six months, at the most, until the election.  This election will offer the clearest choice in a generation.\n\nThe Coalition’s Real Solutions Plan details how we will build a strong, prosperous economy and a safe, secure Australia.  \n\nhttp://www.youtube.com/watch?v=4YSdDeqi4KE For more information, visit: http://realsolutions.org.au " 	details; economy; election; months; plan; real; secure; solutions; today
" 18 Broken Promises of Rooty Hill: Julia Gillard In the 2010 election campaign, Julia Gillard went to Rooty Hill and made promises to the people of western Sydney – which she has now broken.\n\nClick ‘LIKE’ and ‘SHARE’ if you agree that Labor can’t be trusted because they always say one thing before an election and do another thing after.\nhttp://lbr.al/kvey Julia Gillard and Labor have forgotten the families of Western Sydney. http://www.liberal.org.au/18-broken-promises-rooty-hill " 	agree; broken; election; families; gillard; julia; labor; people
" Dysfunction and treachery One year ago, Kevin Rudd challenged Julia Gillard to become PM.  This challenge revealed the true nature of a divided and dysfunctional government. Twelve months later, nothing has changed.  http://lbr.al/kger null " 	gillard; julia; kevin; months; nothing; null; rudd; year
" Two years of deceit and lies Today marks two years since Julia Gillard broke her solemn promise not to introduce a carbon tax.  When Julia Gillard made her carbon tax promise, Australians took her at her word. http://lbr.al/ddh4\n\nClick 'Like' or 'Share' if you agree that Labor's carbon tax is a bad tax based on a lie. null " 	agree; carbon; gillard; julia; null; promise; tax; today
" Can you believe these guys? After a two & a half year alliance that delivered the carbon tax, the mining tax, cuts to private health insurance & record debt, the Greens and Labor want us to believe that their marriage is over.\n\nPlease click 'Like' or 'Share' if you agree that Christine Milne’s announcement is just a stunt and that the Greens will continue to support Labor. http://lbr.al/6rxz null " 	agree; carbon; click; continue; greens; health; labor; mining; null; record; support; year
" Only the Coalition can promise families certainty with their super The Coalition are concerned that Labor are planning to increase taxes on superannuation to try and fill their $120 billion black hole. http://youtu.be/dwR2UnV9ins\n \nClick ‘like’ if you believe that Australians approaching retirement, retirees and indeed everyone saving for their retirement need certainty. Today, Joe Hockey and Matthias Cormann met with key people from Australia's superannuation industry. " 	billion; coalition; families; hockey; joe; labor; people; promise
" On more than 500 occasions Labor promised a surplus On more than 500 occasions, the Prime Minister and the Treasurer have promised a surplus this financial year.  http://lbr.al/k9vp\n\nClick ‘LIKE’ if you agree that only the Coalition can deliver stable, secure and predictable government. Only the Coalition can deliver a stable, secure and predictable government. Joe Hockey. Shadow Treasurer. " 	agree; coalition; deliver; joe; labor; minister; prime; secure; shadow; surplus
" The Coalition is working hard every day to outline our positive plan for Australia Tony Abbott today addressed the first Coalition Shadow Cabinet meeting for 2013.  In his remarks, Tony said that an elected Coalition government will be a government that puts the interests of Australians first, not its own political survival.  http://lbr.al/7lkk\n\nClick ‘LIKE’ and “SHARE’ if you’re sick of the chaotic and divided Labor government. Tony Abbott addressing the first Shadow Cabinet meeting for the year. " 	abbott; australia; coalition; government; labor; plan; political; positive; shadow; today; tony
" Election 2013 On 14 September, Australians will have the clearest choice in a generation.  \n\nThe Coalition is ready with clear, positive plans for Australia.\n \nOur message today is that the Coalition will remove the carbon tax, ease cost of living pressures, create 2 million new jobs, restore stability to government and stop the boats.  http://lbr.al/h0on The election offers the Australian people the clearest choice in a generation. A choice between the Coalition's positive plans for a strong, prosperous econo... " 	australian; carbon; coalition; cost; create; election; government; message; million; people; positive; stop; today
" Federal Campaign Rally - Lidcombe, Sydney Don't forget to download our plan at:\nhttp://www.liberal.org.au/real-solutions Tony Abbott and Joe Hockey http://lbr.al/7gcp " 	abbott; campaign; federal; forget; hockey; joe; plan; tony
" Our Plan Have a look at our new TV advertisement - and don't forget to 'SHARE' with your friends.  http://lbr.al/40nh Real Solutions for all Australians. The direction, values and policy priorities of the next Coalition Government. www.realsolutions.org.au " 	coalition; forget; plan; policy; real; solutions
" Albo, you're no Michael Douglas An oldie but a goodie - its 12 months today since Albo channelled Michael Douglas at the Press Club. http://lbr.al/lbo null " 	months; null; press; today
" An exclusive look at Tony Abbott's candidate briefing today Earlier today, the Coalition held a teleconference call with all candidates at the start of this important election year.\n\nIn the phone conference, Tony Abbott, Julie Bishop, Warren Truss, Joe Hockey and Brian Loughnane outlined details of the Coalition's positive plan to build a strong, prosperous economy and a safe, secure Australia.  http://lbr.al/fxs9\n\nPlease 'SHARE' with your friends. Telephone conference with Coalition Candidates, Members and Senators " 	coalition; conference; details; economy; election; hockey; important; joe; julie; plan; positive; secure; today; tony
" lbr.al Check out the new and improved Labor Waste website - highlighting Labor's waste and mismanagement for the election year.  http://lbr.al/lw Highlighting Labor's waste, inefficiency and mismanagement. " 	election; labor; mismanagement; waste; website
" United in Failure - Liberal Party of Australia Tomorrow, Julia Gillard will have been PM for as long as Kevin Rudd.\n\nUnfortunately for Australians their records are just as bad: more debt, deficits, waste, boats, broken promises and increasing cost of living pressures on families. http://lbr.al/s1dx \n\nCheck out our infographic and make sure you click 'LIKE' and 'SHARE'. Authorised by Brian Loughnane, Liberal Party of Australia, Cnr Blackall & Macquarie Streets, Barton ACT 2600Bookmark | Print Page | Disclaimer | Privacy | Copyright | Contact " 	australia; broken; click; cost; failure; gillard; julia; kevin; liberal; party; pm; sure
" Statement from Tony Abbott, Leader of the Opposition - Liberal Party of Australia  As a consequence, I have delayed my annual holiday due to start tomorrow and for the next three days, subject to operational requirements, I will join this deployment. " 	australia; leader; liberal; opposition; party; tony
" Tony Abbott New Year Message Tony Abbott's New Year message:  \n\n\"This coming year, the Coalition will be explaining in detail our plans to deliver a strong and prosperous economy and a safe and secure Australia.\"  http://lbr.al/lxzj Tony Abbott New Year Message " 	abbott; coalition; coming; deliver; economy; message; safe; secure; strong; tony; year
" Tony and Margie Abbott Christmas Message 2012 Tony and Margie Abbott's Christmas message:\n\n\"From our family to your family – we wish you a happy Christmas – may it be an enjoyable, peaceful and safe time for everyone.\"\n\nMerry Christmas. Tony and Margie Abbott Christmas Message " 	abbott; christmas; margie; message; safe; tony
" Helping Parents at Christmas  - Liberal Party of Australia This Christmas we will see more electronic devices in the hands of Australian children than ever before.\n\nTo assist parents this Christmas, the Coalition’s Online Safety Working Group has developed an Online Safety for Parents Guide as well as Ten Tips for Parents to Keep Your Child Safe Online – including some of the best ideas we have picked up in talking with parents all around Australia.\n\nPlease ‘SHARE’ with your friends.\n\nhttp://lbr.al/aa0e Countless children across Australia will wake to find all kinds of electronic devices under the Christmas tree: smartphones, electronic tablets, MP3 players, iPad Minis and iPods, and gaming devices like the Playstation Vita, Xbox 360, Wii U and many other electronic devices. " 	australia; australian; children; christmas; ideas; liberal; online; party; safe; safety
" Labor guaranteed a budget surplus. They lied again. Today, Wayne Swan dumped Labor’s solemn promise to the Australian people to deliver a Budget surplus in 2012-13.\nhttp://lbr.al/kdmw\n\nClick 'LIKE' and 'SHARE if you agree that Labor just can't be trusted to manage our economy. null " 	agree; australian; budget; deliver; labor; null; people; promise; surplus; swan; wayne
" The consequences of Labor's weak border protection The consequences of Labor's weak border protection.  \nhttp://lbr.al/n39t null " 	border; null; protection
" Tony Abbott Doorstop - Afghanistan - Liberal Party of Australia Tony Abbott has met with Australian troops on the ground in Afghanistan to convey the gratitude of the Australian people for their efforts in safeguarding our freedoms.\n\nhttp://www.liberal.org.au/latest-news/2012/12/13/tony-abbott-doorstop-afghanistan TRANSCRIPT OF THE HON. TONY ABBOTT MHRDOORSTOP INTERVIEW,AFGHANISTAN  Subjects: Visit to Afghanistan.   EO&E...........................................................................................................................................  TONY ABBOTT:   It’s a particular honour to be here ... " 	abbott; australia; australian; liberal; party; people; tony
" Our plans for a strong and prosperous economy We want all Australians to know that the Coalition stands ready with the plans for a better future. Plans for a strong and prosperous economy and a safe and secure Australia.\n\nhttp://lbr.al/qtri http://www.liberal.org.au/strong-australia The Coalition's positive plan will deliver a strong, prosperous economy and a safe and secure Australia. " 	better; coalition; deliver; economy; plan; positive; safe; secure; strong
" Labor's credibility shattered on surplus promise: Joe Hockey, Shadow Treasurer Click 'LIKE' if you agree that only the Coalition can deliver a stronger economy.\n\nhttp://lbr.al/ehhh Only the Coalition can deliver a stronger economy. http://lbr.al/ehhh " 	agree; click; coalition; deliver; joe; shadow; stronger; surplus
" Labor prepares to ditch the budget surplus Labor will never deliver an honest budget surplus. Click 'LIKE' if you agree.\nhttp://www.afr.com/p/national/labor_prepares_to_ditch_the_budget_0faluRAHRJcGf375qLtrYL The Gillard government is preparing to dump its commitment to a budget surplus if economic growth slips below its long-term average in the current quarter. " 	budget; click; deliver; economic; gillard; government; growth; labor; surplus
" Half Glass Click 'LIKE' if you agree that Wayne Swan's utter failure to deliver full interest rate relief is hurting Australian households, businesses and workers. Just as Labor's mismanagement has created significant pressures on the economy, households and businesses, Wayne Swan's utter failure to deliver full interes... " 	agree; australian; click; deliver; failure; full; interest; mismanagement; wayne
" Today's taxes are tomorrow's yoke: Joe Hockey’s column in The Australian - Liberal Party of Australi Today's taxes are tomorrow's yoke: Joe Hockey’s column http://lbr.al/p3px There is a misconception doing the rounds in Canberra on the level of taxation imposed by the Gillard government. The government wants you to think that its tax levels are lower than those of previous governments, but it is a claim that is misleading and ignores reality. " 	australian; canberra; gillard; government; joe; liberal; party; tax; think
" Timeline Photos You can read Tony Abbott's new book, A Strong Australia at http://lbr.al/strong null " 	australia; null; read; strong; tony
" Tony Abbott's address to the Coalition Party Room, 27 November 2012. This morning, Tony Abbott addressed the final Coalition Party Room meeting of the year.\n\nIn a major speech, Tony outlined the direction, values and policy priorities of the next Coalition government.\n\nThe Coalition's positive plan will deliver a strong, prosperous economy and a safe and secure Australia. http://lbr.al/miv9 Tony Abbott's address to the Coalition Party Room, 27 November 2012. " 	abbott; address; coalition; deliver; economy; party; plan; policy; positive; safe; secure; tony
" 5 Long Years of Labor Today marks five years to the day since Labor was elected to office.\n\nThe hope that many Australians felt on 24 November 2007 has been replaced with disillusionment in a government too focused on its own survival and not enough on the everyday concerns of Australians.  http://bit.ly/WHJWTC\n\nPlease click 'LIKE' or 'SHARE'. null " 	click; concerns; government; labor; null; today
" The Coalition's plan to build a stronger economy and a stronger Australia Today, Tony Abbott announced further details of the Coalition's plan to build a stronger economy and a stronger Australia:\n\n-  to ensure that the federal government lives within its means, the Coalition will save around $1.3 billion by not proceeding with the Government's plan to increase the level of Australia's humanitarian intake from 13,750 a year to 20,000, and\n\n-  the Coalition will also ensure that access to social security benefits for holders of bridging visas granted by the Gillard Government will be subject to individuals satisfying mandatory mutual obligation requirements.  http://bit.ly/XIXrnL null " 	abbott; announced; australia; billion; coalition; details; economy; federal; gillard; government; null; plan; stronger; tony; year
" Online safety for Australian Children - Liberal Party of Australia Today, the Coalition launched its Discussion Paper on Enhancing Online Safety for Children.  \n\nThe Coalition encourages industry, the community and interested parties to participate in the Discussion Paper process - you can find further details here: http://bit.ly/SQ8Z0Y The Coalition’s Online Safety Working Group has found that many parents and schools feel ill-equipped to deal with the challenge of protecting children from online dangers. " 	australia; australian; children; coalition; deal; details; liberal; online; party; safety
" Our plan to double the existing annual rate of small business growth Small businesses to grow under the Coalition.  http://bit.ly/U2r3Iv It's part of our plan to deliver a strong and prosperous economy and a safe and secure Australia. " 	business; deliver; economy; growth; plan; safe; secure; strong
" Tony Abbott press release - The sexual abuse of children - Liberal Party of Australia  It’s clear that for a long period there was insufficient awareness and insufficient vigilance when it came to predatory behaviour by people in positions of authority over children. " 	abbott; australia; children; liberal; party; people; press; release; tony
" 500 boats, 500 policy failures - Liberal Party of Australia Today, the 500th boat has arrived under Labor’s failed border protection policies.  In the last week, 15 boats have arrived carrying over 750 people. http://bit.ly/RGITzV 500 boats represent 500 policy failures that have arrived since Labor was elected in 2007, cementing Julia Gillard’s reputation as the worst steward of our borders in Australia’s history, Shadow Minister for Immigration and Citizenship, Scott Morrison and Shadow Minister for Justice, Customs and Bor... " 	australia; boat; border; immigration; julia; labor; liberal; minister; morrison; party; policy; protection; scott; shadow; worst
" Leader of the Opposition's Address to the 2012 Economic and Social Outlook Conference, Melbourne - L Today, Tony Abbott delivered a major address on the Coalition’s plans to improve national productivity and to free up Australian businesses and community groups from the pressures of over-regulation.  http://bit.ly/RyojhK  \n\nPlease click 'Like' or 'Share' to make sure your friends can read this important speech. This is an important and timely conference because it’s not about who is or who isn’t winning the short term political battle but about who has a plan for the long term future of our country. " 	abbott; address; australian; click; conference; economic; friends; future; important; leader; national; plan; political; read; sure; tony
" Wayne Swan - Just keeps making it up as he goes along Click 'LIKE' or 'SHARE' if you agree. null " 	click; null; swan; wayne
" Carbon Tax impact on Food Industry - Tony Abbott Speech Click 'LIKE' or 'SHARE' if you agree that the Carbon Tax is bad for the food industry. null " 	abbott; agree; carbon; click; impact; industry; null; speech; tax; tony
" Margie Abbott defends husband as a \"good man with a great heart\" Margie Abbott interview on SkyNews Sky News political contributor Chris Kenny speaks with Margie Abbott, who has come out in defence of her husband over claims he is sexist. " 	abbott; margie; news; political
" Margie Abbott speech - Liberal Party of Australia Read or watch Margie Abbott's speech and don't forget to click 'SHARE' Authorised by Brian Loughnane, Liberal Party of Australia, Cnr Blackall & Macquarie Streets, Barton ACT 2600Bookmark|Print Page|Disclaimer|Privacy|Copyright|Contact " 	abbott; australia; click; forget; liberal; margie; party; read; speech; watch
" Margie Abbott article - Liberal Party of Australia Read Margie Abbott's article in today's Telegraph and 'Like' and 'Share' with your friends. During Tony’s 18 years as a member of Parliament, I have never sought to enter the political fray or to publicly comment on issues.  As the girls were growing up, Tony and I worked hard to keep politics out of our home.  Tony and I made a decision that we would do everything we could to insulate the... " 	abbott; australia; comment; liberal; margie; member; party; political; read; telegraph; tony
" Labor has been busted fudging the numbers Good work Penny?\n\nWith a $44 billion deficit, a $10 billion blowout in spending and net debt up by $40 billion, Wayne Swan and Labor continue to demonstrate that they cannot be trusted to manage the nation’s finances.\n\n‘LIKE’ and ‘SHARE’ this if you agree that Wayne Swan and Labor can't manage money. Over just four years this Government has run cumulative deficits exceeding $173 billion. http://www.liberal.org.au/latest-news/2012/09/24/labor-busted-fudgin... " 	agree; billion; continue; debt; government; labor; spending; swan; wayne; work
" The Coalition's plan for a stronger Defence Force  Tony Abbott Address to the 2012 RSL National Conference http://www.liberal.org.au/latest-news/2012/09/25/leader-oppositions-transcript-address-2012-rsl-natio... " 	abbott; address; conference; national; plan; stronger; tony
" Supporting victims of overseas terrorism - Liberal Party of Australia Please express your support for the domestic victims of overseas terrorism by signing a petition calling on the Parliament to provide assistance to the victims and their families. On the 16th of November 2009, the Leader of the Opposition, the Hon. Tony Abbott introduced a Private Members Bill into Parliament that would provide financial asisstance to those Australians who have been victims of an act of terrorism while overseas. " 	abbott; australia; bill; leader; liberal; parliament; party; provide; support; tony
" Where's the money coming from? The call on Labor to explain their $120 billion black hole Click 'LIKE' if you agree that Labor must explain where the money is coming from to pay for their $120 billion black hole. Tony Abbott in Question Time today " 	abbott; agree; billion; click; coming; labor; money; pay; question; today; tony
" Liberal Party of Australia | E-news sign up Sign up now: get the latest news from the Liberal Party - and exclusive previews of new material - by subscribing to our email newsletter null " 	australia; latest; liberal; news; null; party
" Another cruel hoax – Julia Gillard’s new crusade Julia Gillard’s response today to the Gonski review into school funding involved a lot of spin and politics, but no hard commitments and even fewer policy details. Today Julia Gillard unveiled Labor’s response to the Gonski review into school funding. \tAs we have come to expect from Julia Gillard, there was much spin and politics, but no hard commitments and even fewer policy details. \tLabor has form on its education announcements. Julia Gillard failed miserab... " 	gillard; involved; julia; policy; response; today
" Two years of a compromised government Two years ago today, Julia Gillard and Bob Brown signed a deal that gave the Greens unprecedented power in the Australian government - resulting in the Carbon Tax, cutting the private health insurance rebate, slashing childcare rebates, and attacking superannuation. Two years ago today, Julia Gillard and Bob Brown signed a deal that gave the Greens unprecedented power in the Australian government - and gave us all the world’s biggest Carbon Tax. " 	ago; australian; biggest; carbon; deal; gillard; government; greens; health; julia; power
" Tony Abbott press release: Northern Territory election - Liberal Party of Australia  I congratulate Terry Mills on his election as Chief Minister of the Northern Territory.    The Country Liberal Party’s election win is a resounding vote for change and a better future for the people of the Territory.     One particularly pleasing aspect of this election result is the number of... " 	abbott; australia; better; change; country; election; future; liberal; minister; party; people; press; tony; vote
" Our plan to provide hope, reward and opportunity Today, one year out from the expected end of this Parliamentary term, our message to the Australian people is that the Coalition stands ready with the plans that offer, hope, reward and opportunity to all Australians.\n\n\"LIKE\" and SHARE this if you support our real plans to strengthen our country and help all Australians get ahead. Today marks two years since the last federal election.\n\nOver the past two years, my colleagues and I have travelled to all parts of Australia listening and talking with Australians about their lives, their families and their hopes for our country. " 	australia; australian; coalition; country; families; federal; help; message; opportunity; people; plan; provide; real; share; support; today; year
" A shameful anniversary It's 2 years ago today that Julia Gillard promised \"There will be no carbon tax under the government I lead\".                                           \n\nPlease 'Like' and 'Share' this if you agree that Julia Gillard and the Greens imposed the Carbon Tax on the Australian people with no mandate. Two years ago today, Julia Gillard promised the Australian people: “There will be no carbon tax under the government I lead”  Despite this promise, Julia Gillard and the Greens imposed the Carbon Tax on the Australian people with no mandate.Click here to watch our latest video on Labor’s b… " 	ago; agree; australian; carbon; gillard; government; greens; julia; latest; people; tax; today; video; watch
" The Carbon Tax: Wayne Swan 2 years ago today 'LIKE' this if you agree that Wayne Swan should apologise to the Australian public for deliberately misleading them 2 years ago Two years ago today, Wayne Swan said Labor would not move towards a Carbon Tax. " 	ago; agree; australian; carbon; labor; public; swan; today; wayne
" The Coalition has a plan to stop the boats: Tony Abbott  The Houston panel has green lighted Nauru and red lighted Malaysia. If PM Julia Gillard had not been so stubborn, the human tragedy and cost of Labor's faile... " 	abbott; coalition; cost; gillard; julia; plan; pm; stop; tony
" Border Protection: Scott Morrison There have been more than 7,500 people arrive illegally in Australia just this year - a new record.  'LIKE' this if you agree that Julia Gillard should restore the strong border protection policies that worked under the previous Coalition government. Arrivals since November 2007 now total 22,100 people on 379 boats. It was Julia Gillard who was fond of saying: Another boat, another policy failure\". The Ho... " 	agree; arrivals; australia; border; coalition; gillard; julia; morrison; people; policy; protection; scott; strong; year
" Prime Minister Gillard – Just More Spin, No Relief for Families Click 'LIKE' if you agree that if Julia Gillard wants to reduce the cost of living pressure on Australian families, she needs to abolish the Carbon Tax. Julia Gillard can provide immediate relief to Australian families by scrapping the Carbon Tax.  \tInstead, she today tried to deflect responsibility for higher electricity prices away from her Carbon Tax by blaming the states.  \tBut as NSW Energy Minister Chris Hartcher has pointed out, “... it is th... " 	agree; australian; carbon; click; cost; electricity; families; gillard; julia; minister; prime; provide; tax; today
" Supporting Foreign investment in Australia The Coalition has today released our Policy Discussion Paper on Foreign Investment in Australian Agricultural Land and Agribusiness The Coalition unambiguously welcomes and supports foreign investment.\nForeign investment has been and will continue to be instrumental to the economic development and growth of Australia.\nWe support a foreign investment regime that strengthens our economy, promotes growth, and fosters confidence tha... " 	australia; australian; coalition; continue; economic; growth; policy; support; today
" Gillard sets new record with biggest year of illegal boat arrivals - Liberal Party of Australia  Julia Gillard has eclipsed the previous record she shared with Kevin Rudd for the highest number of people arriving on illegal boats in a year, with the latest arrival of another 49 people, Shadow Minister for Immigration and Citizenship, Scott Morrison and Shadow Minister for Justice, Customs and..... " 	arrivals; australia; biggest; boat; gillard; illegal; immigration; julia; kevin; latest; liberal; minister; morrison; party; people; record; rudd; scott; shadow; year
" Real Solutions for all Australians - Liberal Party of Australia Have a look at our Real Solutions for all Australians - and don't forget to click 'Share' Discuss and share ideas about the topics that matter most to your future. Read, learn about and communicate with your local electorate representative. Find ways that you can get involved with the Liberal Party of Australia. " 	australia; click; communicate; discuss; electorate; forget; ideas; involved; learn; liberal; local; matter; party; real; share; solutions; topics; ways
" Our Plan to Abolish the Carbon Tax - Liberal Party of Australia Click 'LIKE' if you agree that repealing the Carbon Tax will ease cost of living pressures on families, help small business and restore confidence to the economy. Discuss and share ideas about the topics that matter most to your future. Read, learn about and communicate with your local electorate representative. Find ways that you can get involved with the Liberal Party of Australia. " 	agree; australia; business; carbon; click; communicate; cost; discuss; electorate; help; ideas; involved; learn; liberal; local; matter; party; plan; share; tax; topics; ways
" Who do they think they are kidding?? 'LIKE\" this if you agree that if Julia Gillard was serious about rejecting the Greens and their policies she would end Labor's alliance with the Greens NOW, not a few weeks before the next election. As we get closer to the next election, Labor's attempts to say and do anything to cling to power are becoming even more desperate.  \tThe latest example is the phoney dispute between Labor and the Greens over preferences at the next election. " 	agree; gillard; greens; julia; labor; latest; power; think
" Labor's Craig Emerson celebrates the imposition of the world's biggest Carbon Tax New video null " 	biggest; carbon; null; tax; video
" Labor's carbon tax will cost you more Our latest TV ad.  Make sure you 'Like' this and 'Share' with your friends. Labor's carbon tax was built on a lie. This lie will now cost you more. " 	carbon; cost; latest; lie; sure; tax
" Gillard says 'NO' to Carbon Tax - August 2010 Don't forget what Julia Gillard and Wayne Swan said just days before the last election.  \n\n'Like' and 'Share' this if you agree that Labor's carbon tax is a bad tax based on a lie. Gillard and Swan said NO to a Carbon Tax before the last election. Julia, we can't trust you. When we asked if you'd bring in a Carbon Tax, you promised you ... " 	agree; carbon; forget; gillard; julia; swan; tax; trust; wayne
" The Coalition's Plan to Reduce Traffic Congestion - Liberal Party of Australia  A Coalition Government will commit $4 billion to tackle the backlog of road construction in Melbourne, Sydney and Brisbane.    Inadequate road infrastructure and traffic congestion are having a negative impact on the productivity of Australia’s major cities.      Parents are away from their families... " 	australia; billion; coalition; government; impact; liberal; party; plan
" Liberal Party of Australia | Livestream Watch Tony Abbott's speech at the 56th Liberal Party Federal Council here shortly. null " 	australia; federal; liberal; null; party; speech; tony; watch
" Labor tells lies - Liberal Party of Australia Get the facts about Labor's lies. Discuss and share ideas about the topics that matter most to your future. Read, learn about and communicate with your local electorate representative. Find ways that you can get involved with the Liberal Party of Australia. " 	australia; communicate; discuss; electorate; ideas; involved; labor; learn; liberal; local; matter; party; share; topics; ways
" Liberal Party of Australia | Livestream Watch the 56th Liberal Party Federal Council. null " 	australia; federal; liberal; null; party; watch
" Carbon Tax - Now they're rubbing our noses in it... Despite being based on a lie, Labor's Andrew Leigh is looking forward to the start of the carbon tax... Andrew Leigh on Carbon Tax betrayal and the Julia Gillard carbon tax lie " 	andrew; carbon; gillard; julia; lie; tax
" Two years of Julia Gillard Click 'LIKE' if you agree that the Gillard Labor government has no agenda other than its own survival and is going from bad to worse. Two years ago today, Labor's faceless men installed Julia Gillard as Prime Minister.Stating that she believed Labor had “lost its way”, Julia Gillard promised to fix three major issues: " 	ago; agree; click; gillard; government; julia; labor; prime
" Childcare is important for families and the economy: Tony Abbott and Joe Hockey Today's press conference highlighting the importance of childcare for both families and the economy. null " 	abbott; conference; families; hockey; important; joe; null; press; tony
" The Coalition's plan for better emergency responses - Recognising specialist community volunteers -. http://www.liberal.org.au/Latest-News/2012/06/20/The-Coalitions-plan-for-better-emergency-responses-recognising-specialist-community-volunteers.aspx Australians have a long history of being ready to pitch in and help each other in circumstances involving emergencies or national disasters. Black Saturday, Cyclone Tracy and the Queensland Floods are examples of how our communities can come together and work tirelessly to help our neighbours in... " 	better; help; national; plan; work
